send_date,email_type,email_id,email_name,article_or_site,title,blurb,is_advanced_manufacturing,position,link,clicks
2026-05-19,Newsletter,212807590671,(A) (A) MW 5/19/26,Cbo Golden Dome Shield Will Cost Over 1 2 Trillion,"‘Golden Dome’ Shield Will Cost Over $1.2 Trillion, says CBO","‘Golden Dome’ Shield Will Cost Over $1.2 Trillion, says CBO The government has given multibillion contracts to a dozen companies, including Lockheed Martin, Northrop Grumman and Boeing to develop the missile defense system. READ MORE",True,9,https://www.advancedmanufacturing.org/government-and-economics/cbo-golden-dome-shield-will-cost-over-1-2-trillion/article_83096772-bb23-45dc-aad2-df5c5dc07a67.html?email=luis.guelph%40gmail.com&utm_campaign=43448441-Manufacturing%20Weekly&utm_medium=email&_hsmi=419470934&utm_content=419470934&utm_source=hs_email,1
2026-05-19,Newsletter,212807590671,(A) (A) MW 5/19/26,Cbo Golden Dome Shield Will Cost Over 1 2 Trillion,"‘Golden Dome’ Shield Will Cost Over $1.2 Trillion, says CBO","‘Golden Dome’ Shield Will Cost Over $1.2 Trillion, says CBO The government has given multibillion contracts to a dozen companies, including Lockheed Martin, Northrop Grumman and Boeing to develop the missile defense system. READ MORE",True,9,https://www.advancedmanufacturing.org/government-and-economics/cbo-golden-dome-shield-will-cost-over-1-2-trillion/article_83096772-bb23-45dc-aad2-df5c5dc07a67.html?email=steves%40metcoe.com&utm_campaign=43448441-Manufacturing%20Weekly&utm_medium=email&_hsmi=419470934&utm_content=419470934&utm_source=hs_email,1
2026-05-19,Newsletter,212807590671,(A) (A) MW 5/19/26,Advancing Aviation Reliability the Evolving Science of High Performance Aircraft Lubrication,Advancing Aviation Reliability,"Advancing Aviation Reliability Today’s aviation lubricants are the culmination of decades of innovation — a journey shaped by technological breakthroughs, military requirements, and the rising demands of global air travel. READ MORE",True,13,https://www.advancedmanufacturing.org/industries/aerospace-defense/advancing-aviation-reliability-the-evolving-science-of-high-performance-aircraft-lubrication/article_e9f15fa6-7585-4747-b460-77acf771b8a1.html?email=rlaird%40sme.org&utm_campaign=43448441-Manufacturing%20Weekly&utm_medium=email&_hsmi=419470934&utm_content=419470934&utm_source=hs_email,1
2026-05-19,Newsletter,212807590671,(A) (A) MW 5/19/26,Tesla Ends Production of Model S X Electric Vehicles,"Tesla Halts Model S, X","Tesla Halts Model S, X Production",True,8,https://www.advancedmanufacturing.org/industries/motorized-vehicle/tesla-ends-production-of-model-s-x-electric-vehicles/article_89f78e11-f90e-494e-9f64-ebd370c881fa.html?email=lindbergmph%40lindbergmph.com&utm_campaign=43448441-Manufacturing%20Weekly&utm_medium=email&_hsmi=419470934&utm_content=419470934&utm_source=hs_email,1
2026-05-19,Newsletter,212807590671,(A) (A) MW 5/19/26,Cbo Golden Dome Shield Will Cost Over 1 2 Trillion,"‘Golden Dome’ Shield Will Cost Over $1.2 Trillion, says CBO","‘Golden Dome’ Shield Will Cost Over $1.2 Trillion, says CBO The government has given multibillion contracts to a dozen companies, including Lockheed Martin, Northrop Grumman and Boeing to develop the missile defense system. READ MORE",True,9,https://www.advancedmanufacturing.org/government-and-economics/cbo-golden-dome-shield-will-cost-over-1-2-trillion/article_83096772-bb23-45dc-aad2-df5c5dc07a67.html?email=lawrence.knight.4%40us.af.mil&utm_campaign=43448441-Manufacturing%20Weekly&utm_medium=email&_hsmi=419470934&utm_content=419470934&utm_source=hs_email,1
2026-05-19,Newsletter,212807590671,(A) (A) MW 5/19/26,Cbo Golden Dome Shield Will Cost Over 1 2 Trillion,"‘Golden Dome’ Shield Will Cost Over $1.2 Trillion, says CBO","‘Golden Dome’ Shield Will Cost Over $1.2 Trillion, says CBO The government has given multibillion contracts to a dozen companies, including Lockheed Martin, Northrop Grumman and Boeing to develop the missile defense system. READ MORE",True,9,https://www.advancedmanufacturing.org/government-and-economics/cbo-golden-dome-shield-will-cost-over-1-2-trillion/article_83096772-bb23-45dc-aad2-df5c5dc07a67.html?email=ehuffer%40whelen.com&utm_campaign=43448441-Manufacturing%20Weekly&utm_medium=email&_hsmi=419470934&utm_content=419470934&utm_source=hs_email,1
2026-05-19,Newsletter,212807590671,(A) (A) MW 5/19/26,Cbo Golden Dome Shield Will Cost Over 1 2 Trillion,"‘Golden Dome’ Shield Will Cost Over $1.2 Trillion, says CBO","‘Golden Dome’ Shield Will Cost Over $1.2 Trillion, says CBO The government has given multibillion contracts to a dozen companies, including Lockheed Martin, Northrop Grumman and Boeing to develop the missile defense system. READ MORE",True,9,https://www.advancedmanufacturing.org/government-and-economics/cbo-golden-dome-shield-will-cost-over-1-2-trillion/article_83096772-bb23-45dc-aad2-df5c5dc07a67.html?email=oraine.reid%40biomerieux.com&utm_campaign=43448441-Manufacturing%20Weekly&utm_medium=email&_hsmi=419470934&utm_content=419470934&utm_source=hs_email,1
2026-05-19,Newsletter,212807590671,(A) (A) MW 5/19/26,Cbo Golden Dome Shield Will Cost Over 1 2 Trillion,"‘Golden Dome’ Shield Will Cost Over $1.2 Trillion, says CBO","‘Golden Dome’ Shield Will Cost Over $1.2 Trillion, says CBO The government has given multibillion contracts to a dozen companies, including Lockheed Martin, Northrop Grumman and Boeing to develop the missile defense system. READ MORE",True,9,https://www.advancedmanufacturing.org/government-and-economics/cbo-golden-dome-shield-will-cost-over-1-2-trillion/article_83096772-bb23-45dc-aad2-df5c5dc07a67.html?email=jeffery_a_tomlinson%40whirlpool.com&utm_campaign=43448441-Manufacturing%20Weekly&utm_medium=email&_hsmi=419470934&utm_content=419470934&utm_source=hs_email,1
2026-05-19,Newsletter,212807590671,(A) (A) MW 5/19/26,Tesla Ends Production of Model S X Electric Vehicles,"Tesla Halts Model S, X","Tesla Halts Model S, X Production",True,8,https://www.advancedmanufacturing.org/industries/motorized-vehicle/tesla-ends-production-of-model-s-x-electric-vehicles/article_89f78e11-f90e-494e-9f64-ebd370c881fa.html?email=mwhite%40iastate.edu&utm_campaign=43448441-Manufacturing%20Weekly&utm_medium=email&_hsmi=419470934&utm_content=419470934&utm_source=hs_email,1
2026-05-19,Newsletter,212807590671,(A) (A) MW 5/19/26,Cbo Golden Dome Shield Will Cost Over 1 2 Trillion,"‘Golden Dome’ Shield Will Cost Over $1.2 Trillion, says CBO","‘Golden Dome’ Shield Will Cost Over $1.2 Trillion, says CBO The government has given multibillion contracts to a dozen companies, including Lockheed Martin, Northrop Grumman and Boeing to develop the missile defense system. READ MORE",True,9,https://www.advancedmanufacturing.org/government-and-economics/cbo-golden-dome-shield-will-cost-over-1-2-trillion/article_83096772-bb23-45dc-aad2-df5c5dc07a67.html?email=stacy.houser%40terex.com&utm_campaign=43448441-Manufacturing%20Weekly&utm_medium=email&_hsmi=419470934&utm_content=419470934&utm_source=hs_email,1
2026-05-19,Newsletter,212807590671,(A) (A) MW 5/19/26,Cbo Golden Dome Shield Will Cost Over 1 2 Trillion,"‘Golden Dome’ Shield Will Cost Over $1.2 Trillion, says CBO","‘Golden Dome’ Shield Will Cost Over $1.2 Trillion, says CBO The government has given multibillion contracts to a dozen companies, including Lockheed Martin, Northrop Grumman and Boeing to develop the missile defense system. READ MORE",True,9,https://www.advancedmanufacturing.org/government-and-economics/cbo-golden-dome-shield-will-cost-over-1-2-trillion/article_83096772-bb23-45dc-aad2-df5c5dc07a67.html?email=cjh%40massa.com&utm_campaign=43448441-Manufacturing%20Weekly&utm_medium=email&_hsmi=419470934&utm_content=419470934&utm_source=hs_email,1
2026-05-19,Newsletter,212807590671,(A) (A) MW 5/19/26,Cbo Golden Dome Shield Will Cost Over 1 2 Trillion,"‘Golden Dome’ Shield Will Cost Over $1.2 Trillion, says CBO","‘Golden Dome’ Shield Will Cost Over $1.2 Trillion, says CBO The government has given multibillion contracts to a dozen companies, including Lockheed Martin, Northrop Grumman and Boeing to develop the missile defense system. READ MORE",True,9,https://www.advancedmanufacturing.org/government-and-economics/cbo-golden-dome-shield-will-cost-over-1-2-trillion/article_83096772-bb23-45dc-aad2-df5c5dc07a67.html?email=matt%40sierraolympia.com&utm_campaign=43448441-Manufacturing%20Weekly&utm_medium=email&_hsmi=419470934&utm_content=419470934&utm_source=hs_email,1
2026-05-19,Newsletter,212807590671,(A) (A) MW 5/19/26,Cbo Golden Dome Shield Will Cost Over 1 2 Trillion,"‘Golden Dome’ Shield Will Cost Over $1.2 Trillion, says CBO","‘Golden Dome’ Shield Will Cost Over $1.2 Trillion, says CBO The government has given multibillion contracts to a dozen companies, including Lockheed Martin, Northrop Grumman and Boeing to develop the missile defense system. READ MORE",True,9,https://www.advancedmanufacturing.org/government-and-economics/cbo-golden-dome-shield-will-cost-over-1-2-trillion/article_83096772-bb23-45dc-aad2-df5c5dc07a67.html?email=grant.grundahl%40minco.com&utm_campaign=43448441-Manufacturing%20Weekly&utm_medium=email&_hsmi=419470934&utm_content=419470934&utm_source=hs_email,1
2026-05-19,Newsletter,212807590671,(A) (A) MW 5/19/26,Tesla Ends Production of Model S X Electric Vehicles,"Tesla Halts Model S, X","Tesla Halts Model S, X Production",True,8,https://www.advancedmanufacturing.org/industries/motorized-vehicle/tesla-ends-production-of-model-s-x-electric-vehicles/article_89f78e11-f90e-494e-9f64-ebd370c881fa.html?email=grant.grundahl%40minco.com&utm_campaign=43448441-Manufacturing%20Weekly&utm_medium=email&_hsmi=419470934&utm_content=419470934&utm_source=hs_email,1
2026-05-19,Newsletter,212807590671,(A) (A) MW 5/19/26,Egyptair Takes Boeing 737 Max Delivery,EgyptAir Takes Boeing 737 Max Delivery,"EgyptAir Takes Boeing 737 Max Delivery The delivery of EgyptAir's first 737 Max marks an important step toward the airline's modernization goals and kicks off a new era for Egypt, the Boeing says. LEARN MORE",True,1,https://www.advancedmanufacturing.org/news-desk/egyptair-takes-boeing-737-max-delivery/article_37bce42f-2633-4496-a174-ce261a32dd71.html?email=j63476067%40gmail.com&utm_campaign=43448441-Manufacturing%20Weekly&utm_medium=email&_hsmi=419470934&utm_content=419470934&utm_source=hs_email,1
2026-05-19,Newsletter,212807590671,(A) (A) MW 5/19/26,Egyptair Takes Boeing 737 Max Delivery,EgyptAir Takes Boeing 737 Max Delivery,"EgyptAir Takes Boeing 737 Max Delivery The delivery of EgyptAir's first 737 Max marks an important step toward the airline's modernization goals and kicks off a new era for Egypt, the Boeing says. LEARN MORE",True,1,https://www.advancedmanufacturing.org/news-desk/egyptair-takes-boeing-737-max-delivery/article_37bce42f-2633-4496-a174-ce261a32dd71.html?email=wpusic%40globalsweeper.com&utm_campaign=43448441-Manufacturing%20Weekly&utm_medium=email&_hsmi=419470934&utm_content=419470934&utm_source=hs_email,1
2026-05-19,Newsletter,212807590671,(A) (A) MW 5/19/26,Egyptair Takes Boeing 737 Max Delivery,EgyptAir Takes Boeing 737 Max Delivery,"EgyptAir Takes Boeing 737 Max Delivery The delivery of EgyptAir's first 737 Max marks an important step toward the airline's modernization goals and kicks off a new era for Egypt, the Boeing says. LEARN MORE",True,1,https://www.advancedmanufacturing.org/news-desk/egyptair-takes-boeing-737-max-delivery/article_37bce42f-2633-4496-a174-ce261a32dd71.html?email=shalija.aima%40boeing.com&utm_campaign=43448441-Manufacturing%20Weekly&utm_medium=email&_hsmi=419470934&utm_content=419470934&utm_source=hs_email,1
2026-05-19,Newsletter,212807590671,(A) (A) MW 5/19/26,Cbo Golden Dome Shield Will Cost Over 1 2 Trillion,"‘Golden Dome’ Shield Will Cost Over $1.2 Trillion, says CBO","‘Golden Dome’ Shield Will Cost Over $1.2 Trillion, says CBO The government has given multibillion contracts to a dozen companies, including Lockheed Martin, Northrop Grumman and Boeing to develop the missile defense system. READ MORE",True,9,https://www.advancedmanufacturing.org/government-and-economics/cbo-golden-dome-shield-will-cost-over-1-2-trillion/article_83096772-bb23-45dc-aad2-df5c5dc07a67.html?email=ndeeb%40moffattnichol.com&utm_campaign=43448441-Manufacturing%20Weekly&utm_medium=email&_hsmi=419470934&utm_content=419470934&utm_source=hs_email,1
2026-05-19,Newsletter,212807590671,(A) (A) MW 5/19/26,Sme Manufacturing Media (linkedin.com),Sme Manufacturing Media (linkedin.com),,False,,https://www.linkedin.com/showcase/sme-manufacturing-media/?utm_campaign=43448441-Manufacturing%20Weekly&utm_medium=email&_hsmi=419470934&utm_content=419470934&utm_source=hs_email,1
2026-05-19,Newsletter,212807590671,(A) (A) MW 5/19/26,Tesla Ends Production of Model S X Electric Vehicles,"Tesla Halts Model S, X","Tesla Halts Model S, X Production",True,8,https://www.advancedmanufacturing.org/industries/motorized-vehicle/tesla-ends-production-of-model-s-x-electric-vehicles/article_89f78e11-f90e-494e-9f64-ebd370c881fa.html?email=steve.r.wood%40lmco.com&utm_campaign=43448441-Manufacturing%20Weekly&utm_medium=email&_hsmi=419470934&utm_content=419470934&utm_source=hs_email,1
2026-05-19,Newsletter,212807590671,(A) (A) MW 5/19/26,advancedmanufacturing.org,advancedmanufacturing.org,,True,,http://advancedmanufacturing.org/?email=chad.hall%40titanproductsinc.com&utm_campaign=43448441-Manufacturing%20Weekly&utm_medium=email&_hsmi=419470934&utm_content=419470934&utm_source=hs_email,1
2026-05-19,Newsletter,212807590671,(A) (A) MW 5/19/26,Egyptair Takes Boeing 737 Max Delivery,EgyptAir Takes Boeing 737 Max Delivery,"EgyptAir Takes Boeing 737 Max Delivery The delivery of EgyptAir's first 737 Max marks an important step toward the airline's modernization goals and kicks off a new era for Egypt, the Boeing says. LEARN MORE",True,1,https://www.advancedmanufacturing.org/news-desk/egyptair-takes-boeing-737-max-delivery/article_37bce42f-2633-4496-a174-ce261a32dd71.html?email=raymond.fong%40sanmina.com&utm_campaign=43448441-Manufacturing%20Weekly&utm_medium=email&_hsmi=419470934&utm_content=419470934&utm_source=hs_email,1
2026-05-19,Newsletter,212807590671,(A) (A) MW 5/19/26,Cbo Golden Dome Shield Will Cost Over 1 2 Trillion,"‘Golden Dome’ Shield Will Cost Over $1.2 Trillion, says CBO","‘Golden Dome’ Shield Will Cost Over $1.2 Trillion, says CBO The government has given multibillion contracts to a dozen companies, including Lockheed Martin, Northrop Grumman and Boeing to develop the missile defense system. READ MORE",True,9,https://www.advancedmanufacturing.org/government-and-economics/cbo-golden-dome-shield-will-cost-over-1-2-trillion/article_83096772-bb23-45dc-aad2-df5c5dc07a67.html?email=river.guthrie%40markforged.com&utm_campaign=43448441-Manufacturing%20Weekly&utm_medium=email&_hsmi=419470934&utm_content=419470934&utm_source=hs_email,1
2026-05-19,Newsletter,212807590671,(A) (A) MW 5/19/26,Live,The Role of AM in Healthcare,"The Role of AM in Healthcare Jason Rolland, PhD, chief technology officer at Carbon, discusses the growing role of additive manufacturing in healthcare and where he thinks the technology will go in the future. WATCH NOW",True,14,https://www.advancedmanufacturing.org/live/?email=jennifer.hall%40accs.edu&utm_campaign=43448441-Manufacturing%20Weekly&utm_medium=email&_hsmi=419470934&utm_content=419470934&utm_source=hs_email,1
2026-05-19,Newsletter,212807590671,(A) (A) MW 5/19/26,Egyptair Takes Boeing 737 Max Delivery,EgyptAir Takes Boeing 737 Max Delivery,"EgyptAir Takes Boeing 737 Max Delivery The delivery of EgyptAir's first 737 Max marks an important step toward the airline's modernization goals and kicks off a new era for Egypt, the Boeing says. LEARN MORE",True,1,https://www.advancedmanufacturing.org/news-desk/egyptair-takes-boeing-737-max-delivery/article_37bce42f-2633-4496-a174-ce261a32dd71.html?email=mark.antonellis%40baesystems.us&utm_campaign=43448441-Manufacturing%20Weekly&utm_medium=email&_hsmi=419470934&utm_content=419470934&utm_source=hs_email,1
2026-05-19,Newsletter,212807590671,(A) (A) MW 5/19/26,Smemedianews (facebook.com),Smemedianews (facebook.com),,False,,https://www.facebook.com/SMEMediaNews?utm_campaign=43448441-Manufacturing%20Weekly&utm_medium=email&_hsmi=419470934&utm_content=419470934&utm_source=hs_email,1
2026-05-19,Newsletter,212807590671,(A) (A) MW 5/19/26,Live,The Role of AM in Healthcare,"The Role of AM in Healthcare Jason Rolland, PhD, chief technology officer at Carbon, discusses the growing role of additive manufacturing in healthcare and where he thinks the technology will go in the future. WATCH NOW",True,14,https://www.advancedmanufacturing.org/live/?email=david.hagerott%40ae2s.com&utm_campaign=43448441-Manufacturing%20Weekly&utm_medium=email&_hsmi=419470934&utm_content=419470934&utm_source=hs_email,1
2026-05-19,Newsletter,212807590671,(A) (A) MW 5/19/26,Cbo Golden Dome Shield Will Cost Over 1 2 Trillion,"‘Golden Dome’ Shield Will Cost Over $1.2 Trillion, says CBO","‘Golden Dome’ Shield Will Cost Over $1.2 Trillion, says CBO The government has given multibillion contracts to a dozen companies, including Lockheed Martin, Northrop Grumman and Boeing to develop the missile defense system. READ MORE",True,9,https://www.advancedmanufacturing.org/government-and-economics/cbo-golden-dome-shield-will-cost-over-1-2-trillion/article_83096772-bb23-45dc-aad2-df5c5dc07a67.html?email=ruchir.mehta%40workato.com&utm_campaign=43448441-Manufacturing%20Weekly&utm_medium=email&_hsmi=419470934&utm_content=419470934&utm_source=hs_email,1
2026-05-19,Newsletter,212807590671,(A) (A) MW 5/19/26,Your Manufacturing Weekly Newsletter Is Here 2b (49073304.hs-sites.com),Your Manufacturing Weekly Newsletter Is Here 2b (49073304.hs-sites.com),,False,,https://49073304.hs-sites.com/your-manufacturing-weekly-newsletter-is-here-2b?ecid=ACsprvuoVAaVTWHHufJysJb7xO9wz6Dm7HquK3Q1p6xfKMoOJwXdllTg4SaTWeuvdCGbCRWQKasj&utm_campaign=43448441-Manufacturing%20Weekly&utm_medium=email&_hsmi=419470934&utm_content=419470934&utm_source=hs_email,1
2026-05-19,Newsletter,212807590671,(A) (A) MW 5/19/26,Advancing Aviation Reliability the Evolving Science of High Performance Aircraft Lubrication,Advancing Aviation Reliability,"Advancing Aviation Reliability Today’s aviation lubricants are the culmination of decades of innovation — a journey shaped by technological breakthroughs, military requirements, and the rising demands of global air travel. READ MORE",True,13,https://www.advancedmanufacturing.org/industries/aerospace-defense/advancing-aviation-reliability-the-evolving-science-of-high-performance-aircraft-lubrication/article_e9f15fa6-7585-4747-b460-77acf771b8a1.html?email=mike.henry%40greenberry.com&utm_campaign=43448441-Manufacturing%20Weekly&utm_medium=email&_hsmi=419470934&utm_content=419470934&utm_source=hs_email,1
2026-05-19,Newsletter,212807590671,(A) (A) MW 5/19/26,Tesla Ends Production of Model S X Electric Vehicles,"Tesla Halts Model S, X","Tesla Halts Model S, X Production",True,8,https://www.advancedmanufacturing.org/industries/motorized-vehicle/tesla-ends-production-of-model-s-x-electric-vehicles/article_89f78e11-f90e-494e-9f64-ebd370c881fa.html?email=mdiaco%40watlow.com&utm_campaign=43448441-Manufacturing%20Weekly&utm_medium=email&_hsmi=419470934&utm_content=419470934&utm_source=hs_email,1
2026-05-19,Newsletter,212807590671,(A) (A) MW 5/19/26,Tesla Ends Production of Model S X Electric Vehicles,"Tesla Halts Model S, X","Tesla Halts Model S, X Production",True,8,https://www.advancedmanufacturing.org/industries/motorized-vehicle/tesla-ends-production-of-model-s-x-electric-vehicles/article_89f78e11-f90e-494e-9f64-ebd370c881fa.html?email=ajk%40janler.com&utm_campaign=43448441-Manufacturing%20Weekly&utm_medium=email&_hsmi=419470936&utm_content=419470934&utm_source=hs_email,1
2026-05-19,Newsletter,212807590671,(A) (A) MW 5/19/26,Tesla Ends Production of Model S X Electric Vehicles,"Tesla Halts Model S, X","Tesla Halts Model S, X Production",True,8,https://www.advancedmanufacturing.org/industries/motorized-vehicle/tesla-ends-production-of-model-s-x-electric-vehicles/article_89f78e11-f90e-494e-9f64-ebd370c881fa.html?email=bob92sl200%40gmail.com&utm_campaign=43448441-Manufacturing%20Weekly&utm_medium=email&_hsmi=419470936&utm_content=419470934&utm_source=hs_email,1
2026-05-19,Newsletter,212807590671,(A) (A) MW 5/19/26,advancedmanufacturing.org,advancedmanufacturing.org,,True,,http://advancedmanufacturing.org/?email=timarquitt%40astate.edu&utm_campaign=43448441-Manufacturing%20Weekly&utm_medium=email&_hsmi=419470936&utm_content=419470934&utm_source=hs_email,1
2026-05-19,Newsletter,212807590671,(A) (A) MW 5/19/26,Live,The Role of AM in Healthcare,"The Role of AM in Healthcare Jason Rolland, PhD, chief technology officer at Carbon, discusses the growing role of additive manufacturing in healthcare and where he thinks the technology will go in the future. WATCH NOW",True,14,https://www.advancedmanufacturing.org/live/?email=jshawac007%40yahoo.com&utm_campaign=43448441-Manufacturing%20Weekly&utm_medium=email&_hsmi=419470936&utm_content=419470934&utm_source=hs_email,1
2026-05-19,Newsletter,212807590671,(A) (A) MW 5/19/26,Tesla Ends Production of Model S X Electric Vehicles,"Tesla Halts Model S, X","Tesla Halts Model S, X Production",True,8,https://www.advancedmanufacturing.org/industries/motorized-vehicle/tesla-ends-production-of-model-s-x-electric-vehicles/article_89f78e11-f90e-494e-9f64-ebd370c881fa.html?email=jshawac007%40yahoo.com&utm_campaign=43448441-Manufacturing%20Weekly&utm_medium=email&_hsmi=419470936&utm_content=419470934&utm_source=hs_email,1
2026-05-19,Newsletter,212807590671,(A) (A) MW 5/19/26,advancedmanufacturing.org,advancedmanufacturing.org,,True,,http://advancedmanufacturing.org/?email=paul.weckler%40okstate.edu&utm_campaign=43448441-Manufacturing%20Weekly&utm_medium=email&_hsmi=419470936&utm_content=419470934&utm_source=hs_email,1
2026-05-19,Newsletter,212807590671,(A) (A) MW 5/19/26,Egyptair Takes Boeing 737 Max Delivery,EgyptAir Takes Boeing 737 Max Delivery,"EgyptAir Takes Boeing 737 Max Delivery The delivery of EgyptAir's first 737 Max marks an important step toward the airline's modernization goals and kicks off a new era for Egypt, the Boeing says. LEARN MORE",True,1,https://www.advancedmanufacturing.org/news-desk/egyptair-takes-boeing-737-max-delivery/article_37bce42f-2633-4496-a174-ce261a32dd71.html?email=mike%40athensconsulting.com&utm_campaign=43448441-Manufacturing%20Weekly&utm_medium=email&_hsmi=419470936&utm_content=419470934&utm_source=hs_email,1
2026-05-19,Newsletter,212807590671,(A) (A) MW 5/19/26,Egyptair Takes Boeing 737 Max Delivery,EgyptAir Takes Boeing 737 Max Delivery,"EgyptAir Takes Boeing 737 Max Delivery The delivery of EgyptAir's first 737 Max marks an important step toward the airline's modernization goals and kicks off a new era for Egypt, the Boeing says. LEARN MORE",True,1,https://www.advancedmanufacturing.org/news-desk/egyptair-takes-boeing-737-max-delivery/article_37bce42f-2633-4496-a174-ce261a32dd71.html?email=rsandelin%40sme.org&utm_campaign=43448441-Manufacturing%20Weekly&utm_medium=email&_hsmi=419470936&utm_content=419470934&utm_source=hs_email,1
2026-05-19,Newsletter,212807590671,(A) (A) MW 5/19/26,advancedmanufacturing.org,advancedmanufacturing.org,,True,,http://advancedmanufacturing.org/?email=howard.goldberg%40cesmii.org&utm_campaign=43448441-Manufacturing%20Weekly&utm_medium=email&_hsmi=419470936&utm_content=419470934&utm_source=hs_email,1
2026-05-19,Newsletter,212807590671,(A) (A) MW 5/19/26,Tesla Ends Production of Model S X Electric Vehicles,"Tesla Halts Model S, X","Tesla Halts Model S, X Production",True,8,https://www.advancedmanufacturing.org/industries/motorized-vehicle/tesla-ends-production-of-model-s-x-electric-vehicles/article_89f78e11-f90e-494e-9f64-ebd370c881fa.html?email=max.suzuki%40osgtool.com&utm_campaign=43448441-Manufacturing%20Weekly&utm_medium=email&_hsmi=419470936&utm_content=419470934&utm_source=hs_email,1
2026-05-19,Newsletter,212807590671,(A) (A) MW 5/19/26,Live,The Role of AM in Healthcare,"The Role of AM in Healthcare Jason Rolland, PhD, chief technology officer at Carbon, discusses the growing role of additive manufacturing in healthcare and where he thinks the technology will go in the future. WATCH NOW",True,14,https://www.advancedmanufacturing.org/live/?email=ben%40harmoniousworkplaces.com&utm_campaign=43448441-Manufacturing%20Weekly&utm_medium=email&_hsmi=419470936&utm_content=419470934&utm_source=hs_email,1
2026-05-19,Newsletter,212807590671,(A) (A) MW 5/19/26,Egyptair Takes Boeing 737 Max Delivery,EgyptAir Takes Boeing 737 Max Delivery,"EgyptAir Takes Boeing 737 Max Delivery The delivery of EgyptAir's first 737 Max marks an important step toward the airline's modernization goals and kicks off a new era for Egypt, the Boeing says. LEARN MORE",True,1,https://www.advancedmanufacturing.org/news-desk/egyptair-takes-boeing-737-max-delivery/article_37bce42f-2633-4496-a174-ce261a32dd71.html?email=ben%40harmoniousworkplaces.com&utm_campaign=43448441-Manufacturing%20Weekly&utm_medium=email&_hsmi=419470936&utm_content=419470934&utm_source=hs_email,1
2026-05-19,Newsletter,212807590671,(A) (A) MW 5/19/26,Tesla Ends Production of Model S X Electric Vehicles,"Tesla Halts Model S, X","Tesla Halts Model S, X Production",True,8,https://www.advancedmanufacturing.org/industries/motorized-vehicle/tesla-ends-production-of-model-s-x-electric-vehicles/article_89f78e11-f90e-494e-9f64-ebd370c881fa.html?email=oros.mfg.inc%40gmail.com&utm_campaign=43448441-Manufacturing%20Weekly&utm_medium=email&_hsmi=419470936&utm_content=419470934&utm_source=hs_email,1
2026-05-19,Newsletter,212807590671,(A) (A) MW 5/19/26,Tesla Ends Production of Model S X Electric Vehicles,"Tesla Halts Model S, X","Tesla Halts Model S, X Production",True,8,https://www.advancedmanufacturing.org/industries/motorized-vehicle/tesla-ends-production-of-model-s-x-electric-vehicles/article_89f78e11-f90e-494e-9f64-ebd370c881fa.html?email=jenkinst%40trine.edu&utm_campaign=43448441-Manufacturing%20Weekly&utm_medium=email&_hsmi=419470936&utm_content=419470934&utm_source=hs_email,1
2026-05-19,Newsletter,212807590671,(A) (A) MW 5/19/26,Egyptair Takes Boeing 737 Max Delivery,EgyptAir Takes Boeing 737 Max Delivery,"EgyptAir Takes Boeing 737 Max Delivery The delivery of EgyptAir's first 737 Max marks an important step toward the airline's modernization goals and kicks off a new era for Egypt, the Boeing says. LEARN MORE",True,1,https://www.advancedmanufacturing.org/news-desk/egyptair-takes-boeing-737-max-delivery/article_37bce42f-2633-4496-a174-ce261a32dd71.html?email=craigtveltri%40gmail.com&utm_campaign=43448441-Manufacturing%20Weekly&utm_medium=email&_hsmi=419470936&utm_content=419470934&utm_source=hs_email,1
2026-05-19,Newsletter,212807590671,(A) (A) MW 5/19/26,Tesla Ends Production of Model S X Electric Vehicles,"Tesla Halts Model S, X","Tesla Halts Model S, X Production",True,8,https://www.advancedmanufacturing.org/industries/motorized-vehicle/tesla-ends-production-of-model-s-x-electric-vehicles/article_89f78e11-f90e-494e-9f64-ebd370c881fa.html?email=joe%40wilsongarner.com&utm_campaign=43448441-Manufacturing%20Weekly&utm_medium=email&_hsmi=419470936&utm_content=419470934&utm_source=hs_email,1
2026-05-19,Newsletter,212807590671,(A) (A) MW 5/19/26,Tesla Ends Production of Model S X Electric Vehicles,"Tesla Halts Model S, X","Tesla Halts Model S, X Production",True,8,https://www.advancedmanufacturing.org/industries/motorized-vehicle/tesla-ends-production-of-model-s-x-electric-vehicles/article_89f78e11-f90e-494e-9f64-ebd370c881fa.html?email=quidera%40axiantech.com&utm_campaign=43448441-Manufacturing%20Weekly&utm_medium=email&_hsmi=419470936&utm_content=419470934&utm_source=hs_email,1
2026-05-19,Newsletter,212807590671,(A) (A) MW 5/19/26,Tesla Ends Production of Model S X Electric Vehicles,"Tesla Halts Model S, X","Tesla Halts Model S, X Production",True,8,https://www.advancedmanufacturing.org/industries/motorized-vehicle/tesla-ends-production-of-model-s-x-electric-vehicles/article_89f78e11-f90e-494e-9f64-ebd370c881fa.html?email=trich%40ssfabrications.com&utm_campaign=43448441-Manufacturing%20Weekly&utm_medium=email&_hsmi=419470936&utm_content=419470934&utm_source=hs_email,1
